#,Group Code,Group Description,Desc,Age,Condition,Qty,Item Amount,Reported Cost,Unit Cost,Coverage,Sales Tax,RCV,Life,Depreciation Type,Depreciation Amount,Recoverable,ACV,Tax,Replace,Cat,Sel,Owner,Original Vendor,Date,Source Name,Unit Location,Note 1
11,BUILDING_ROO,Building Roof,Ridge cap - composition shingles,5.00,Average,537.83,"5,722.51",0.00,10.64,Building,53.46,"$6,931.19",25.00,Age/Condition,676.59,Yes,"6,254.60",Yes,No,RFG,RIDGC,STAPLES1,,2017-11-15,,RWGC_100_CLUB,
12,BUILDING_ROO,Building Roof,Valley metal,5.00,Average,208.89,"1,792.28",0.00,8.58,Building,29.68,"$2,186.36",35.00,Age/Condition,229.18,Yes,"1,957.18",Yes,No,RFG,VMTL,STAPLES1,,2017-11-15,,RWGC_100_CLUB,
13,BUILDING_ROO,Building Roof,Hip / Ridge cap - composition shingles,0.00,Average,537.83,"5,722.51",0.00,10.64,Building,53.46,"$6,931.19",25.00,Percent,0.00,Yes,"6,931.19",Yes,No,RFG,RIDGC,PAULGAGN,,2022-10-12,,RWGC_100_CLUB,
14,BUILDING_ROO,Building Roof,Skylight flashing kit - dome - Large - High grade,0.00,Average,3.00,542.25,0.00,180.75,Building,29.78,$686.45,15.00,Percent,0.00,Yes,686.45,Yes,No,WDS,DDFL>+,PAULGAGN,,2022-11-11,,RWGC_100_CLUB,
15,BUILDING_ROO,Building Roof,Clean fascia,0.00,Average,526.20,447.27,0.00,0.85,Building,37.57,$574.30,0.00,Percent,0.00,Yes,574.30,Yes,No,CLN,FAC,PAULGAGN,,2022-10-12,,RWGC_100_CLUB,
16,BUILDING_ROO,Building Roof,"Prime & paint exterior fascia - wood, 6""- 8"" wide",0.00,Average,0.00,0.00,0.00,2.49,Building,0.00,$0.00,15.00,Percent,0.00,Yes,0.00,Yes,No,PNT,FACW>,PAULGAGN,,2022-12-15,,RWGC_100_CLUB,
17,BUILDING_ROO,Building Roof,"Gutter / downspout - aluminum - up to 5""",0.00,Average,626.20,"5,692.16",0.00,9.09,Building,226.18,"$7,102.02",25.00,Percent,0.00,Yes,"7,102.02",Yes,No,SFG,GUTA,PAULGAGN,,2022-10-12,,RWGC_100_CLUB,
18,BUILDING_ROO,Building Roof,"Sheathing - plywood - 1/2"" CDX",0.00,Average,704.00,"3,329.92",0.00,4.73,Building,79.83,"$4,091.69",150.00,Percent,0.00,Yes,"4,091.69",Yes,No,RFG,SH1/2,PAULGAGN,,2022-11-11,,RWGC_100_CLUB,Sheathing needed for damaged deck and installation of blanks to close previous vent openings that were removed prior.
19,BUILDING_ROO,Building Roof,Saddle or cricket - up to 25 SF,0.00,Average,2.00,440.98,0.00,220.49,Building,8.21,$539.03,150.00,Percent,0.00,Yes,539.03,Yes,No,FRM,SC,PAULGAGN,,2022-11-11,,RWGC_100_CLUB,"FL Code requires cricket for any penetration greater than 16"". Both kitchen vent sites required cricket installation"
20,BUILDING_ROO,Building Roof,Modified bitumen roof,0.00,Average,10.73,811.83,0.00,75.66,Building,0.00,$974.19,20.00,Age/Condition,0.00,Yes,974.19,Yes,No,RFG,BI,PAULGAGN,,2022-12-15,,RWGC_100_CLUB,Odd shaped roof addition was a flat bitumen rolled roof with a rectangular shape and a triangle shaped flat valley (see pics) flat = 15x50 Triangle valley 43x15
21,BUILDING_ROO,Building Roof,Flashing - L flashing - galvanized,0.00,Average,45.00,323.10,0.00,7.18,Building,6.96,$396.08,35.00,Age/Condition,0.00,Yes,396.08,Yes,No,RFG,FLL,PAULGAGN,,2022-12-15,,RWGC_100_CLUB,Flat roof flashing head wall runoff to rear courtyard
22,BUILDING_ROO,Building Roof,Modified bitumen roof,0.00,Average,10.73,"5,726.60",0.00,533.70,Building,99.80,"$6,991.68",20.00,Age/Condition,0.00,Yes,"6,991.68",Yes,No,RFG,BI,PAULGAGN,,2022-12-15,,RWGC_100_CLUB,Odd shaped roof addition was a flat bitumen rolled roof with a rectangular shape and a triangle shaped flat valley (see pics) flat = 15x50 Triangle valley 43x15
23,EXTERIOR,Exterior,Clean with pressure/chemical spray,0.00,Average,"4,197.74","1,679.10",0.00,0.40,Building,144.23,"$2,159.73",0.00,Age/Condition,0.00,Yes,"2,159.73",Yes,No,CLN,PWASH,PAULGAGN,,2022-12-20,,RWGC_100_CLUB,
24,EXTERIOR,Exterior,Seal stucco - elastomeric sealer,0.00,Average,"4,197.74","4,449.60",0.00,1.06,Building,123.41,"$5,487.61",15.00,Age/Condition,0.00,Yes,"5,487.61",Yes,No,PNT,STUS+,PAULGAGN,,2022-12-20,,RWGC_100_CLUB,
25,EXTERIOR,Exterior,Paint stucco,0.00,Average,"4,197.74","4,029.83",0.00,0.96,Building,41.14,"$4,885.15",15.00,Age/Condition,0.00,Yes,"4,885.15",Yes,No,PNT,STUP,PAULGAGN,,2022-12-20,,RWGC_100_CLUB,
26,RIGHT_ELEVAT,Right Elevation,"Add. charge for a retrofit window, 12-23 sf - difficult",0.00,Average,12.00,"2,978.88",0.00,248.24,Building,20.22,"$3,598.92",30.00,Age/Condition,0.00,Yes,"3,598.92",Yes,No,WDA,RETR>+,PAULGAGN,,2022-12-20,,RWGC_100_CLUB,
27,RIGHT_ELEVAT,Right Elevation,"Wood window - casement, 24-32 sf, High grade",0.00,Average,12.00,"17,570.64",0.00,"1,464.22",Building,"1,057.97","$22,354.35",30.00,Age/Condition,0.00,Yes,"22,354.35",Yes,No,WDW,C>+,PAULGAGN,,2022-12-20,,RWGC_100_CLUB,
28,RIGHT_ELEVAT,Right Elevation,Additional charge for aluminum window mullion - per LF,0.00,Average,6.00,62.46,0.00,10.41,Building,2.51,$77.97,30.00,Age/Condition,0.00,Yes,77.97,Yes,No,WDA,MULL,PAULGAGN,,2022-12-20,,RWGC_100_CLUB,
29,BACK_ELEVATI,Back Elevation,"Add. charge for a retrofit window, 12-23 sf - difficult",0.00,Average,12.00,"2,978.88",0.00,248.24,Building,20.22,"$3,598.92",30.00,Age/Condition,0.00,Yes,"3,598.92",Yes,No,WDA,RETR>+,PAULGAGN,,2022-12-20,,RWGC_100_CLUB,
30,BACK_ELEVATI,Back Elevation,"Wood window - casement, 24-32 sf, High grade",0.00,Average,12.00,"17,570.64",0.00,"1,464.22",Building,"1,057.97","$22,354.35",30.00,Age/Condition,0.00,Yes,"22,354.35",Yes,No,WDW,C>+,PAULGAGN,,2022-12-20,,RWGC_100_CLUB,
31,BACK_ELEVATI,Back Elevation,Additional charge for aluminum window mullion - per LF,0.00,Average,36.00,374.76,0.00,10.41,Building,15.07,$467.81,30.00,Age/Condition,0.00,Yes,467.81,Yes,No,WDA,MULL,PAULGAGN,,2022-12-20,,RWGC_100_CLUB,
32,INTERIOR,Interior,Clean with pressure/chemical spray,0.00,Average,"4,197.74","1,679.10",0.00,0.40,Building,144.23,"$2,159.73",0.00,Age/Condition,0.00,Yes,"2,159.73",Yes,No,CLN,PWASH,PAULGAGN,,2022-12-20,,RWGC_100_CLUB,
33,INTERIOR,Interior,Seal & paint stucco,0.00,Average,"4,197.74","7,010.23",0.00,1.67,Building,91.09,"$8,521.58",15.00,Age/Condition,0.00,Yes,"8,521.58",Yes,No,PNT,STU,PAULGAGN,,2022-12-20,,RWGC_100_CLUB,
34,INTERIOR,Interior,Paint the surface area - two coats,0.00,Average,"4,197.74","4,953.33",0.00,1.18,Building,91.09,"$6,053.30",15.00,Age/Condition,0.00,Yes,"6,053.30",Yes,No,PNT,P2,PAULGAGN,,2023-01-09,,RWGC_100_CLUB,
35,INTERIOR,Interior,Clean with pressure/chemical spray - Heavy,0.00,Average,"4,197.74","2,602.60",0.00,0.62,Building,221.81,"$3,345.51",0.00,Age/Condition,0.00,Yes,"3,345.51",Yes,No,CLN,PWASH+,PAULGAGN,,2023-01-09,,RWGC_100_CLUB,
36,INTERIOR,Interior,Prime & paint exterior soffit - wood,0.00,Average,530.00,"1,399.20",0.00,2.64,Building,18.92,"$1,701.74",15.00,Age/Condition,0.00,Yes,"1,701.74",Yes,No,PNT,SFTW,PAULGAGN,,2023-01-09,,RWGC_100_CLUB,
37,INTERIOR,Interior,Mask and prep for paint - tape only (per LF),0.00,Average,"1,200.00",864.00,0.00,0.72,Building,4.20,"$1,041.84",15.00,Age/Condition,0.00,Yes,"1,041.84",Yes,No,PNT,MASKLFT,PAULGAGN,,2023-01-09,,RWGC_100_CLUB,
38,INTERIOR,Interior,"Prime & paint exterior fascia - wood, 4""- 6"" wide",0.00,Average,530.00,"1,049.40",0.00,1.98,Building,6.68,"$1,267.30",15.00,Age/Condition,0.00,Yes,"1,267.30",Yes,No,PNT,FACW,PAULGAGN,,2023-01-09,,RWGC_100_CLUB,
39,ENTRY_FOYER,Entry/Foyer,Cold air return cover - Extra large,0.00,Average,1.00,58.54,0.00,58.54,Building,2.02,$72.68,25.00,Percent,0.00,Yes,72.68,Yes,No,HVC,CA>>,PAULGAGN,,2022-11-21,,RWGC_100_CLUB,
40,ENTRY_FOYER,Entry/Foyer,Heat/AC register - Mechanically attached,0.00,Average,4.00,117.96,0.00,29.49,Building,2.53,$144.59,25.00,Percent,0.00,Yes,144.59,Yes,No,HVC,REG,PAULGAGN,,2022-11-20,,RWGC_100_CLUB,
41,ENTRY_FOYER,Entry/Foyer,"Mirror - 1/4"" plate glass",0.00,Average,341.00,"6,308.50",0.00,18.50,Building,281.67,"$7,908.21",40.00,Percent,0.00,Yes,"7,908.21",Yes,No,MSD,AV,PAULGAGN,,2022-11-21,,RWGC_100_CLUB,
42,ENTRY_FOYER,Entry/Foyer,"Crown molding - 3 1/4""",0.00,Average,85.25,578.00,0.00,6.78,Building,13.61,$709.93,150.00,Percent,0.00,Yes,709.93,Yes,No,FNC,CWN,PAULGAGN,,2022-11-21,,RWGC_100_CLUB,Coffered tray ceiling fur-down 3 piece
43,ENTRY_FOYER,Entry/Foyer,"Crown molding - 2 1/4""",0.00,Average,341.00,"2,076.69",0.00,6.09,Building,42.01,"$2,542.44",150.00,Percent,0.00,Yes,"2,542.44",Yes,No,FNC,CWN<,PAULGAGN,,2022-12-19,,RWGC_100_CLUB,Coffered tray ceiling fur-down piece 2-piece on lower and upper corners
44,ENTRY_FOYER,Entry/Foyer,Tear out and bag wet insulation,44.00,Average,735.01,705.61,0.00,0.96,Building,4.12,$851.67,0.00,Age/Condition,0.00,Yes,851.67,Yes,No,WTR,INS,STAPLES1,,2022-10-19,,RWGC_100_CLUB,
45,ENTRY_FOYER,Entry/Foyer,"Batt insulation - 10"" - R30 - paper / foil faced",44.00,Average,725.01,"1,616.78",0.00,2.23,Building,63.95,"$2,016.89",150.00,Age/Condition,357.29,Yes,"1,659.60",Yes,No,INS,BTF10,PAULGAGN,,2022-12-19,,RWGC_100_CLUB,
46,ENTRY_FOYER,Entry/Foyer,"Batt insulation - 6"" - R19 - paper / foil faced",44.00,Average,10.00,15.30,0.00,1.53,Building,0.53,$18.99,150.00,Age/Condition,3.20,Yes,15.79,Yes,No,INS,BTF6,PAULGAGN,,2022-12-19,,RWGC_100_CLUB,
47,ENTRY_FOYER,Entry/Foyer,Apply anti-microbial agent to more than the ceiling,44.00,Average,877.17,280.69,0.00,0.32,Building,3.07,$340.52,0.00,Age/Condition,0.00,Yes,340.52,Yes,No,WTR,GRM,STAPLES1,,2022-10-19,,RWGC_100_CLUB,
48,ENTRY_FOYER,Entry/Foyer,"5/8"" drywall - hung & fire taped only",44.00,Average,725.01,"2,334.54",0.00,3.22,Building,32.99,"$2,841.05",150.00,Age/Condition,550.82,Yes,"2,290.23",Yes,No,DRY,5/8FT,PAULGAGN,,2022-12-19,,RWGC_100_CLUB,Ceiling has double layer pre-existing
49,ENTRY_FOYER,Entry/Foyer,"5/8"" drywall - hung, taped, ready for texture",44.00,Average,725.01,"2,566.54",0.00,3.54,Building,35.53,"$3,122.49",150.00,Age/Condition,618.87,Yes,"2,503.62",Yes,No,DRY,5/8-,PAULGAGN,,2022-12-19,,RWGC_100_CLUB,Top Ceiling layer is finished textured layer
50,ENTRY_FOYER,Entry/Foyer,"5/8"" drywall - hung, taped, ready for texture",44.00,Average,725.01,"2,566.54",0.00,3.54,Building,35.53,"$3,122.49",150.00,Age/Condition,618.87,Yes,"2,503.62",Yes,No,DRY,5/8-,PAULGAGN,,2022-12-19,,RWGC_100_CLUB,Furring has double rock on underside and single on face and top for perimeter
51,ENTRY_FOYER,Entry/Foyer,Texture drywall - light hand texture,44.00,Average,725.01,833.76,0.00,1.15,Building,4.06,"$1,005.40",150.00,Age/Condition,244.57,Yes,760.83,Yes,No,DRY,TEX,PAULGAGN,,2022-11-04,,RWGC_100_CLUB,
52,ENTRY_FOYER,Entry/Foyer,"5/8"" drywall - hung, taped, ready for texture",44.00,Average,99.00,350.46,0.00,3.54,Building,4.85,$426.39,150.00,Age/Condition,84.51,Yes,341.88,Yes,No,DRY,5/8-,PAULGAGN,,2022-12-19,,RWGC_100_CLUB,
53,ENTRY_FOYER,Entry/Foyer,Texture drywall - light hand texture,44.00,Average,178.74,205.55,0.00,1.15,Building,1.00,$247.87,150.00,Age/Condition,60.29,Yes,187.58,Yes,No,DRY,TEX,STAPLES1,,2022-11-04,,RWGC_100_CLUB,
54,ENTRY_FOYER,Entry/Foyer,Seal the ceiling w/latex based stain blocker - one coat,0.00,Average,725.01,514.76,0.00,0.71,Building,4.06,$622.60,15.00,Percent,0.00,Yes,622.60,Yes,No,PNT,S,PAULGAGN,,2022-12-19,,RWGC_100_CLUB,
55,ENTRY_FOYER,Entry/Foyer,Paint the ceiling - two coats,0.00,Average,725.01,855.51,0.00,1.18,Building,15.73,"$1,045.48",15.00,Percent,0.00,Yes,"1,045.48",Yes,No,PNT,P2,PAULGAGN,,2022-11-11,,RWGC_100_CLUB,
56,ENTRY_FOYER,Entry/Foyer,Seal & paint crown molding - two coats,5.00,Average,255.75,460.35,0.00,1.80,Building,2.86,$555.87,15.00,Age/Condition,153.45,Yes,402.42,Yes,No,PNT,CWN1SP,STAPLES1,,2022-11-03,,RWGC_100_CLUB,
57,ENTRY_FOYER,Entry/Foyer,Suspended ceiling grid - High grade - 2' x 2',10.00,Average,725.01,"2,088.03",0.00,2.88,Building,43.14,"$2,557.41",150.00,Age/Condition,124.22,Yes,"2,433.19",Yes,No,ACT,SG2+,STAPLES1,,2022-11-03,,RWGC_100_CLUB,
58,ENTRY_FOYER,Entry/Foyer,Remove wet suspended ceiling tile and bag - Cat 3,44.00,Average,725.01,522.01,0.00,0.72,Building,3.55,$630.68,0.00,Age/Condition,0.00,Yes,630.68,Yes,No,WTR,ACTSS,STAPLES1,,2022-11-03,,RWGC_100_CLUB,
59,ENTRY_FOYER,Entry/Foyer,Suspended ceiling tile - Premium grade - 2' x 2',10.00,Average,725.01,"3,762.80",0.00,5.19,Building,206.05,"$4,762.63",150.00,Age/Condition,250.85,Yes,"4,511.78",Yes,No,ACT,ST2++,STAPLES1,,2022-11-03,,RWGC_100_CLUB,
60,ENTRY_FOYER,Entry/Foyer,Public Address Speaker - ceiling/wall mount,0.00,Average,1.00,251.82,0.00,251.82,Building,5.09,$308.29,20.00,Percent,0.00,Yes,308.29,Yes,No,ELS,PASP-,PAULGAGN,,2022-11-20,,RWGC_100_CLUB,
61,ENTRY_FOYER,Entry/Foyer,"Inventory, Packing, Boxing, and Moving charge - per hour",0.00,Average,8.00,395.44,0.00,49.43,Building,33.22,$507.74,0.00,Age/Condition,0.00,Yes,507.74,Yes,No,CPS,LAB,PAULGAGN,,2022-12-19,,RWGC_100_CLUB,"Moving Company handling, disassembly, wrap, crate and store chandelier crystals individually packed and wrapped"
62,ENTRY_FOYER,Entry/Foyer,Chandelier - crystal or oversized - Detach & reset,44.00,Average,1.00,467.57,0.00,467.57,Building,0.00,$561.09,0.00,Age/Condition,0.00,Yes,561.09,Yes,No,LIT,CHANCRS,STAPLES1,,2022-11-03,,RWGC_100_CLUB,This
63,ENTRY_FOYER,Entry/Foyer,Clean chandelier - with crystal,0.00,Average,1.00,164.91,0.00,164.91,Building,13.86,$211.75,0.00,Age/Condition,0.00,Yes,211.75,Yes,No,CLN,CHAN++,PAULGAGN,,2022-12-19,,RWGC_100_CLUB,
64,ENTRY_FOYER,Entry/Foyer,"Fluorescent - acoustic grid fixture, 2' x 2'",10.00,Average,8.00,"1,642.80",0.00,205.35,Building,35.25,"$2,013.67",20.00,Age/Condition,736.40,Yes,"1,277.27",Yes,No,LIT,FLACT,STAPLES1,,2022-11-03,,RWGC_100_CLUB,
65,ENTRY_FOYER,Entry/Foyer,Emergency lighting - battery - Commercial,0.00,Average,1.00,335.97,0.00,335.97,Building,16.49,$422.96,20.00,Age/Condition,0.00,Yes,422.96,Yes,No,LIT,BP,PAULGAGN,,2022-12-19,,RWGC_100_CLUB,
66,ENTRY_FOYER,Entry/Foyer,Recessed light fixture,0.00,Average,8.00,"1,269.76",0.00,158.72,Building,19.89,"$1,547.59",20.00,Percent,0.00,Yes,"1,547.59",Yes,No,LIT,RC,PAULGAGN,,2022-11-20,,RWGC_100_CLUB,Recessed lighting on furring box at perimeter
67,ENTRY_FOYER,Entry/Foyer,Recessed light fixture,0.00,Average,4.00,634.88,0.00,158.72,Building,9.95,$773.81,20.00,Percent,0.00,Yes,773.81,Yes,No,LIT,RC,PAULGAGN,,2022-11-20,,RWGC_100_CLUB,Recessed lighting on ceiling flat area
68,ENTRY_FOYER,Entry/Foyer,Fluorescent - one tube - 4' - strip light,0.00,Average,15.98,"1,941.10",0.00,121.47,Building,44.32,"$2,382.50",20.00,Age/Condition,0.00,Yes,"2,382.50",Yes,No,LIT,FL1-4,PAULGAGN,,2022-12-19,,RWGC_100_CLUB,4' Fluorescent one light strips on three sides of perimeter in fur-down
69,ENTRY_FOYER,Entry/Foyer,Exit sign - internal power,0.00,Average,2.00,586.86,0.00,293.43,Building,34.17,$745.25,150.00,Age/Condition,0.00,Yes,745.25,Yes,No,LIT,EXIT+,PAULGAGN,,2022-12-19,,RWGC_100_CLUB,
70,ENTRY_FOYER,Entry/Foyer,"Mirror - 1/4"" plate glass",0.00,Average,140.00,"2,590.00",0.00,18.50,Building,115.64,"$3,246.76",40.00,Percent,0.00,Yes,"3,246.76",Yes,No,MSD,AV,PAULGAGN,,2022-11-21,,RWGC_100_CLUB,Horizontal installation above fur-down facing ceiling
71,ENTRY_FOYER,Entry/Foyer,"Tear out wet drywall, cleanup, bag for disposal",44.00,Average,"1,450.02","1,711.02",0.00,1.18,Building,21.32,"$2,078.80",0.00,Age/Condition,0.00,Yes,"2,078.80",Yes,No,WTR,DRYW,STAPLES1,,2022-10-19,,RWGC_100_CLUB,
72,ENTRY_FOYER,Entry/Foyer,"Tear out wet drywall, cleanup, bag, per LF - up to 2' tall",44.00,Average,26.58,114.56,0.00,4.31,Building,0.76,$138.40,0.00,Age/Condition,0.00,Yes,138.40,Yes,No,WTR,DRYWLF,STAPLES1,,2022-11-03,,RWGC_100_CLUB,
73,ENTRY_FOYER,Entry/Foyer,Tear out trim,44.00,Average,170.50,104.01,0.00,0.61,Building,0.00,$124.81,0.00,Age/Condition,0.00,Yes,124.81,Yes,No,WTR,TRI,STAPLES1,,2022-10-20,,RWGC_100_CLUB,
74,ENTRY_FOYER,Entry/Foyer,Tear out baseboard,44.00,Average,18.00,10.98,0.00,0.61,Building,0.00,$13.18,0.00,Age/Condition,0.00,Yes,13.18,Yes,No,WTR,BASE,STAPLES1,,2022-10-19,,RWGC_100_CLUB,
75,ENTRY_FOYER,Entry/Foyer,"Mirror - 1/4"" plate glass",0.00,Average,50.00,926.50,0.00,18.53,Building,41.30,"$1,161.36",40.00,Age/Condition,0.00,Yes,"1,161.36",Yes,No,MSD,AV,PAULGAGN,,2022-12-19,,RWGC_100_CLUB,"Custom Etched and beveled mirror with ""Rotonda Golf & Country Club"" Etch with logo"
76,ENTRY_FOYER,Entry/Foyer,Seal the walls w/latex based stain blocker - one coat,0.00,Average,665.58,472.56,0.00,0.71,Building,3.73,$571.55,15.00,Percent,0.00,Yes,571.55,Yes,No,PNT,S,PAULGAGN,,2022-12-19,,RWGC_100_CLUB,
77,ENTRY_FOYER,Entry/Foyer,Paint the walls - two coats,0.00,Average,665.58,785.38,0.00,1.18,Building,14.44,$959.78,15.00,Percent,0.00,Yes,959.78,Yes,No,PNT,P2,PAULGAGN,,2022-11-11,,RWGC_100_CLUB,
78,ENTRY_FOYER,Entry/Foyer,Vinyl wall covering - Premium grade,0.00,Average,665.58,"3,108.26",0.00,4.67,Building,87.12,"$3,834.44",7.00,Percent,0.00,Yes,"3,834.44",Yes,No,WPR,V++,PAULGAGN,,2022-11-20,,RWGC_100_CLUB,
79,ENTRY_FOYER,Entry/Foyer,"1/2"" drywall - hung, taped, ready for texture",0.00,Average,665.58,"2,262.98",0.00,3.40,Building,28.89,"$2,750.25",150.00,Percent,0.00,Yes,"2,750.25",Yes,No,DRY,1/2-,PAULGAGN,,2022-11-11,,RWGC_100_CLUB,
80,ENTRY_FOYER,Entry/Foyer,Texture drywall - heavy hand texture,0.00,Average,665.58,"1,131.49",0.00,1.70,Building,8.85,"$1,368.42",150.00,Percent,0.00,Yes,"1,368.42",Yes,No,DRY,TEX+,PAULGAGN,,2022-11-11,,RWGC_100_CLUB,
81,ENTRY_FOYER,Entry/Foyer,Door mail slot - brass plated,0.00,Average,1.00,86.20,0.00,86.20,Building,2.31,$106.21,20.00,Percent,0.00,Yes,106.21,Yes,No,FNH,DORMS,PAULGAGN,,2022-11-21,,RWGC_100_CLUB,
82,ENTRY_FOYER,Entry/Foyer,Wall mount mailbox - High grade,0.00,Average,1.00,133.98,0.00,133.98,Building,7.18,$169.40,20.00,Percent,0.00,Yes,169.40,Yes,No,SPE,MBXW+,PAULGAGN,,2022-11-21,,RWGC_100_CLUB,
83,ENTRY_FOYER,Entry/Foyer,Security system - motion detector,0.00,Average,2.00,447.58,0.00,223.79,Building,13.22,$552.94,20.00,Percent,0.00,Yes,552.94,Yes,No,ELE,SECMD,PAULGAGN,,2022-11-20,,RWGC_100_CLUB,
84,ENTRY_FOYER,Entry/Foyer,Comm. security system - contact w/wire (per opening),0.00,Average,1.00,134.03,0.00,134.03,Building,1.04,$162.07,150.00,Age/Condition,0.00,Yes,162.07,Yes,No,ELS,SECC,PAULGAGN,,2022-12-19,,RWGC_100_CLUB,
85,ENTRY_FOYER,Entry/Foyer,"Surveillance monitor - 14"" color",0.00,Average,2.00,"1,320.54",0.00,660.27,Building,50.47,"$1,645.23",20.00,Age/Condition,0.00,Yes,"1,645.23",Yes,No,ELS,SURVM,PAULGAGN,,2022-12-19,,RWGC_100_CLUB,
86,ENTRY_FOYER,Entry/Foyer,"Door casing - 6"" - paint grade - 4 piece",0.00,Average,96.00,"1,721.28",0.00,17.93,Building,37.09,"$2,110.05",150.00,Age/Condition,0.00,Yes,"2,110.05",Yes,No,FNC,H4P6,PAULGAGN,,2022-12-19,,RWGC_100_CLUB,"No item found for ""Fluted 6"" door casing and trim. and rosettes"
87,ENTRY_FOYER,Entry/Foyer,"Rosette - corner block - 3/4"" x 3 1/2"" - pine",0.00,Average,8.00,120.08,0.00,15.01,Building,1.69,$146.13,150.00,Age/Condition,0.00,Yes,146.13,Yes,No,FNC,BLKR+,PAULGAGN,,2022-12-19,,RWGC_100_CLUB,
88,ENTRY_FOYER,Entry/Foyer,"Plinth block - 3/4"" x 3 1/2"" x 6 1/2"" - pine",0.00,Average,8.00,129.68,0.00,16.21,Building,2.11,$158.15,150.00,Age/Condition,0.00,Yes,158.15,Yes,No,FNC,BLKP+,PAULGAGN,,2022-12-19,,RWGC_100_CLUB,
89,ENTRY_FOYER,Entry/Foyer,Outlet or switch cover - High grade,0.00,Average,6.00,43.86,0.00,7.31,Building,1.53,$54.47,25.00,Percent,0.00,Yes,54.47,Yes,No,ELE,OSCOV+,PAULGAGN,,2022-11-20,,RWGC_100_CLUB,
90,ENTRY_FOYER,Entry/Foyer,Contents - move out then reset - Extra large room,0.00,Average,2.00,431.40,0.00,215.70,Building,0.00,$517.68,0.00,Percent,0.00,Yes,517.68,Yes,No,CON,ROOM>>,PAULGAGN,,2022-11-20,,RWGC_100_CLUB,
91,ENTRY_FOYER,Entry/Foyer,"Baseboard - 6""",0.00,Average,70.00,508.20,0.00,7.26,Building,17.25,$630.55,150.00,Percent,0.00,Yes,630.55,Yes,No,FNC,B6FJ,PAULGAGN,,2022-11-21,,RWGC_100_CLUB,
