Code,Description,Tax Status,Contractor Supplied,Quantity,Unit,Unit Price,Total,Request third-party pricing
APMACPT+,Portable air conditioner - High grade,Taxable,Yes,1,EA,600,600,
APMACPT-,Portable air conditioner - Standard grade,Taxable,Yes,1,EA,265,265,
APMACWA,Window air conditioner/heater,Taxable,Yes,1,EA,275,275,
APMACWA+,Window air conditioner/heater - High grade,Taxable,Yes,1,EA,468,468,
APMACWA++,Window air conditioner/heater - Premium grade,Taxable,Yes,1,EA,650,650,
APMACWA-,Window air conditioner/heater - Standard grade,Taxable,Yes,1,EA,175,175,
APMALLOW,Appearance allowance - APM - Enter price,Taxable,Yes,1,EA,0,0,
APMAPM,Major appliances - Enter price,Taxable,Yes,1,EA,0,0,
APMAPMER,Electric ranges / Ovens - Enter price,Taxable,Yes,1,EA,0,0,
APMAPMGR,Gas ranges / Ovens - Enter price,Taxable,Yes,1,EA,0,0,
APMAPMI,Icemakers - Enter price,Taxable,Yes,1,EA,0,0,
APMAPMR,Refrigerators - Enter price,Taxable,Yes,1,EA,0,0,
APMDWPORT,Dishwasher - Portable,Taxable,Yes,1,EA,350,350,
APMDWPORT+,Dishwasher - Portable - High grade,Taxable,Yes,1,EA,599,599,
APMDWPORT-,Dishwasher - Portable - Standard grade,Taxable,Yes,1,EA,250,250,
APMFREC,Freezer - Chest,Taxable,Yes,1,EA,275,275,
APMFREC+,Freezer - Chest - High grade,Taxable,Yes,1,EA,425,425,
APMFREC++,Freezer - Chest - Premium grade,Taxable,Yes,1,EA,625,625,
APMFREC+++,Freezer - Chest - Deluxe grade,Taxable,Yes,1,EA,900,900,
APMFREC-,Freezer - Chest - Standard grade,Taxable,Yes,1,EA,170,170,
APMFREU,Freezer - Upright,Taxable,Yes,1,EA,625,625,
APMFREU+,Freezer - Upright - High grade,Taxable,Yes,1,EA,785,785,
APMFREU++,Freezer - Upright - Premium grade,Taxable,Yes,1,EA,900,900,
APMFREU+++,Freezer - Upright - Deluxe grade,Taxable,Yes,1,EA,1250,"1,250.00",
APMFREU-,Freezer - Upright - Standard grade,Taxable,Yes,1,EA,310,310,
APMRGBI,Range - Built-in/Commercial,Taxable,Yes,1,EA,8000,"8,000.00",
APMRSTR,Restore and repair - APM - Enter price,Taxable,Yes,1,EA,0,0,
APMWSDP,Washer & dryer pedestal,Taxable,Yes,1,EA,230,230,
APMWSDP+,Washer & dryer pedestal - High grade,Taxable,Yes,1,EA,325,325,
APMWSDP-,Washer & dryer pedestal - Standard grade,Taxable,Yes,1,EA,175,175,
APPCKFRY,"Deep fat fryer - Commercial - 14"" gas",Taxable,Yes,0.002840985,EA,1721.34,4.89*,
APPCKMIX,"Mixer/blender - Commercial - 30 qt., 1HP",Taxable,Yes,0.002840985,EA,4002.32,11.37*,
APPCKTABS,Steam table - Commercial Kitchen - 6' - electric,Taxable,Yes,0.002840985,EA,1673.2,4.75*,
APPDRYE,Dryer - Electric,Taxable,Yes,1,EA,780,780,
APPDRYE+,Dryer - Electric - High grade,Taxable,Yes,1,EA,980,980,
APPDRYE++,Dryer - Electric - Premium grade,Taxable,Yes,1,EA,1152,"1,152.00",
APPDRYE+++,Dryer - Electric - Deluxe grade,Taxable,Yes,1,EA,1500,"1,500.00",
APPDRYE-,Dryer - Electric - Standard grade,Taxable,Yes,1,EA,515,515,
APPDRYG,Dryer - Gas,Taxable,Yes,1,EA,810,810,
APPDRYG+,Dryer - Gas - High grade,Taxable,Yes,1,EA,1050,"1,050.00",
APPDRYG++,Dryer - Gas - Premium grade,Taxable,Yes,1,EA,1250,"1,250.00",
APPDRYG+++,Dryer - Gas - Deluxe grade,Taxable,Yes,1,EA,1499,"1,499.00",
APPDRYG-,Dryer - Gas - Standard grade,Taxable,Yes,1,EA,600,600,
APPDWC,Dishwasher - Commercial,Taxable,Yes,0.002840985,EA,8345.65,23.71*,
APPFRC,Freezer - Commercial - stainless steel,Taxable,Yes,0.002840985,EA,2490.53,7.08*,
APPHDSS>+,Range hood - stainless steel - oversized - High grade,Taxable,Yes,0.002840985,EA,2999,8.52*,
APPICE,Ice machine with storage bin,Taxable,Yes,0.002840985,EA,2425.35,6.89*,
APPOVBID++,Built-in double oven - Premium grade,Taxable,Yes,0.002840985,EA,4499,12.78*,
APPRF14,Refrigerator - top freezer - 14 to 18 cf,Taxable,Yes,1,EA,591,591,
APPRF14+,Refrigerator - top freezer - 14 to 18 cf - High grade,Taxable,Yes,1,EA,711.66,711.66,
APPRF14++,Refrigerator - top freezer - 14 to 18 cf - Premium grade,Taxable,Yes,1,EA,930,930,
APPRF14-,Refrigerator - top freezer - 14 to 18 cf - Std grade,Taxable,Yes,1,EA,533,533,
APPRF18,Refrigerator - top freezer - 18 to 22 cf,Taxable,Yes,1,EA,739,739,
APPRF18+,Refrigerator - top freezer - 18 to 22 cf - High grade,Taxable,Yes,1,EA,843.42,843.42,
APPRF18++,Refrigerator - top freezer - 18 to 22 cf - Premium grade,Taxable,Yes,1,EA,1112.28,"1,112.28",
APPRF18-,Refrigerator - top freezer - 18 to 22 cf - Std grade,Taxable,Yes,1,EA,599,599,
APPRF22,Refrigerator - top freezer - 22 to 24 cf,Taxable,Yes,1,EA,850,850,
APPRF22+,Refrigerator - top freezer - 22 to 24 cf - High grade,Taxable,Yes,1,EA,975,975,
APPRF22++,Refrigerator - top freezer - 22 to 24 cf - Premium grade,Taxable,Yes,1,EA,1100,"1,100.00",
APPRF22-,Refrigerator - top freezer - 22 to 24 cf - Std grade,Taxable,Yes,1,EA,760,760,
APPRF25,Refrigerator - top freezer - 24 to 26 cf,Taxable,Yes,1,EA,1099,"1,099.00",
APPRF25+,Refrigerator - top freezer - 24 to 26 cf - High grade,Taxable,Yes,1,EA,1384,"1,384.00",
APPRF25++,Refrigerator - top freezer - 24 to 26 cf - Premium grade,Taxable,Yes,1,EA,1904,"1,904.00",
APPRF25+++,Refrigerator - top freezer - 24 to 26 cf - Deluxe grade,Taxable,Yes,1,EA,1989.98,"1,989.98",
APPRF25-,Refrigerator - top freezer - 24 to 26 cf - Std grade,Taxable,Yes,1,EA,889,889,
APPRFB18,Refrigerator - bottom freezer - 18 to 22 cf,Taxable,Yes,1,EA,1350,"1,350.00",
APPRFB18+,Refrigerator - bottom freezer - 18 to 22 cf - High grade,Taxable,Yes,1,EA,1850,"1,850.00",
APPRFB18++,Refrigerator - bottom freezer - 18 to 22 cf -Premium grade,Taxable,Yes,1,EA,2600,"2,600.00",
APPRFB18-,Refrigerator - bottom freezer - 18 to 22 cf - Std grade,Taxable,Yes,1,EA,989,989,
APPRFB22,Refrigerator - bottom freezer - 22 to 25 cf,Taxable,Yes,1,EA,1950,"1,950.00",
APPRFB22+,Refrigerator - bottom freezer - 22 to 25 cf - High grade,Taxable,Yes,1,EA,2500,"2,500.00",
APPRFB22++,Refrigerator - bottom freezer - 22 to 25 cf -Premium grade,Taxable,Yes,1,EA,2900,"2,900.00",
APPRFB22-,Refrigerator - bottom freezer - 22 to 25 cf - Std grade,Taxable,Yes,1,EA,1200,"1,200.00",
APPRFB25,Refrigerator - bottom freezer - 25 to 30 cf,Taxable,Yes,1,EA,1972,"1,972.00",
APPRFB25+,Refrigerator - bottom freezer - 25 to 30 cf - High grade,Taxable,Yes,1,EA,2499,"2,499.00",
APPRFB25++,Refrigerator - bottom freezer - 25 to 30 cf -Premium grade,Taxable,Yes,1,EA,3100,"3,100.00",
APPRFB25-,Refrigerator - bottom freezer - 25 to 30 cf - Std grade,Taxable,Yes,1,EA,1523,"1,523.00",
APPRFGASK,Refrigerator gasket,Taxable,Yes,1.000033783,EA,40.95,40.95,
APPRFMI,Refrigerator - compact (undercounter),Taxable,Yes,1,EA,300,300,
APPRFMI+,Refrigerator - compact (undercounter) - High grade,Taxable,Yes,1,EA,750,750,
APPRFMI++,Refrigerator - compact (undercounter) - Premium grade,Taxable,Yes,1,EA,1200,"1,200.00",
APPRFMI-,Refrigerator - compact (undercounter) - Standard grade,Taxable,Yes,1,EA,111.56,111.56,
APPRFS18,Refrigerator - side by side - 16 to 22 cf,Taxable,Yes,1,EA,1309.99,"1,309.99",
APPRFS18+,Refrigerator - side by side - 16 to 22 cf - High grade,Taxable,Yes,1,EA,1850,"1,850.00",
APPRFS18++,Refrigerator - side by side - 16 to 22 cf - Premium grade,Taxable,Yes,1,EA,2700,"2,700.00",
APPRFS18-,Refrigerator - side by side - 16 to 22 cf - Standard grade,Taxable,Yes,1,EA,938,938,
APPRFS22,Refrigerator - side by side - 22 to 25 cf,Taxable,Yes,1,EA,1457.59,"1,457.59",
APPRFS22+,Refrigerator - side by side - 22 to 25 cf - High grade,Taxable,Yes,1,EA,1923.68,"1,923.68",
APPRFS22++,Refrigerator - side by side - 22 to 25 cf - Premium grade,Taxable,Yes,1,EA,2899.99,"2,899.99",
APPRFS22-,Refrigerator - side by side - 22 to 25 cf - Standard grade,Taxable,Yes,1,EA,1049,"1,049.00",
APPRFS24,Refrigerator - side by side - 25 to 30 cf,Taxable,Yes,1,EA,1300,"1,300.00",
APPRFS24+,Refrigerator - side by side - 25 to 30 cf - High grade,Taxable,Yes,1,EA,1900,"1,900.00",
APPRFS24++,Refrigerator - side by side - 25 to 30 cf - Premium grade,Taxable,Yes,1,EA,2500,"2,500.00",
APPRFS24-,Refrigerator - side by side - 25 to 30 cf - Standard grade,Taxable,Yes,1,EA,950,950,
APPRFSC,Refrigerator - Commercial - side by side,Taxable,Yes,0.002840985,EA,5798,16.47*,
APPRG,Range - freestanding - electric,Taxable,Yes,1,EA,600,600,
APPRG+,Range - freestanding - electric - High grade,Taxable,Yes,1,EA,900,900,
APPRG++,Range - freestanding - electric - Premium grade,Taxable,Yes,1,EA,1200,"1,200.00",
APPRG+++,Range - freestanding - electric - Deluxe grade,Taxable,Yes,1,EA,2500,"2,500.00",
APPRG-,Range - freestanding - electric - Standard grade,Taxable,Yes,1,EA,460,460,
APPRGDL,Range - freestanding - double oven - dual fuel,Taxable,Yes,1,EA,4700,"4,700.00",
APPRGDL+,Range - freestanding - double oven - dual fuel - High grade,Taxable,Yes,1,EA,6400,"6,400.00",
APPRGDL++,Range - freestanding - double oven - dual fuel - Prem grade,Taxable,Yes,1,EA,7800,"7,800.00",
APPRGDL-,Range - freestanding - double oven - dual fuel - Std grade,Taxable,Yes,1,EA,3000,"3,000.00",
APPRGDL4,"Range - freestanding - double oven - dual - 48""",Taxable,Yes,1,EA,12762,"12,762.00",
APPRGDL4+,"Range - freestanding - double oven - dual - 48"" - High grade",Taxable,Yes,1,EA,15613,"15,613.00",
APPRGDL4-,"Range - freestanding - double oven - dual - 48"" - Std grade",Taxable,Yes,1,EA,9130,"9,130.00",
APPRGDL6,"Range - freestanding - double oven - dual - 60""",Taxable,Yes,1,EA,14875,"14,875.00",
APPRGDL6+,"Range - freestanding - double oven - dual - 60"" - High grade",Taxable,Yes,1,EA,18749,"18,749.00",
APPRGDL6-,"Range - freestanding - double oven - dual - 60"" - Std grade",Taxable,Yes,1,EA,11998,"11,998.00",
APPRGDO,Range - freestanding - double oven - electric,Taxable,Yes,1,EA,1400,"1,400.00",
APPRGDO+,Range - freestanding - double oven - electric - High grade,Taxable,Yes,1,EA,1825,"1,825.00",
APPRGDO++,Range - freestanding - double oven - electric - Prem grade,Taxable,Yes,1,EA,2400,"2,400.00",
APPRGDO-,Range - freestanding - double oven - electric - Std grade,Taxable,Yes,1,EA,1000,"1,000.00",
APPRGDOG,Range - freestanding - double oven - gas,Taxable,Yes,1,EA,1750,"1,750.00",
APPRGDOG+,Range - freestanding - double oven - gas - High grade,Taxable,Yes,1,EA,2450,"2,450.00",
APPRGDOG-,Range - freestanding - double oven - gas - Standard grade,Taxable,Yes,1,EA,1298,"1,298.00",
APPRGDOG4,"Range - freestanding - double oven - gas - 48""",Taxable,Yes,1,EA,9900,"9,900.00",
APPRGDOG4+,"Range - freestanding - double oven - gas - 48"" - High grade",Taxable,Yes,1,EA,12500,"12,500.00",
APPRGDOG4-,"Range - freestanding - double oven - gas - 48"" - Std grade",Taxable,Yes,1,EA,6950,"6,950.00",
APPRGDOG6,"Range - freestanding - double oven - gas - 60""",Taxable,Yes,1,EA,14250,"14,250.00",
APPRGDOG6+,"Range - freestanding - double oven - gas - 60"" - High grade",Taxable,Yes,1,EA,17349,"17,349.00",
APPRGDOG6-,"Range - freestanding - double oven - gas - 60"" - Std grade",Taxable,Yes,1,EA,11775,"11,775.00",
APPRGG,Range - freestanding - gas,Taxable,Yes,1,EA,750,750,
APPRGG+,Range - freestanding - gas - High grade,Taxable,Yes,1,EA,1650,"1,650.00",
APPRGG++,Range - freestanding - gas - Premium grade,Taxable,Yes,1,EA,3900,"3,900.00",
APPRGG+++,Range - freestanding - gas - Deluxe grade,Taxable,Yes,1,EA,5100,"5,100.00",
APPRGG-,Range - freestanding - gas - Standard grade,Taxable,Yes,1,EA,520,520,
APPRGG3,"Range - freestanding - gas - 36""",Taxable,Yes,1,EA,4500,"4,500.00",
APPRGG3+,"Range - freestanding - gas - 36"" - High grade",Taxable,Yes,1,EA,6150,"6,150.00",
APPRGG3++,"Range - freestanding - gas - 36"" - Premium grade",Taxable,Yes,1,EA,8100,"8,100.00",
APPRGG3-,"Range - freestanding - gas - 36"" - Standard grade",Taxable,Yes,1,EA,2800,"2,800.00",
APPRGGC++,"Range - Commercial - 48"" - gas",Taxable,Yes,0.002840985,EA,6778.99,19.26*,
APPRGL,Range - freestanding - dual fuel,Taxable,Yes,1,EA,4450,"4,450.00",
APPRGL+,Range - freestanding - dual fuel - High grade,Taxable,Yes,1,EA,6200,"6,200.00",
APPRGL++,Range - freestanding - dual fuel - Premium grade,Taxable,Yes,1,EA,7300,"7,300.00",
APPRGL-,Range - freestanding - dual fuel - Standard grade,Taxable,Yes,1,EA,2400,"2,400.00",
APPRGL3,"Range - freestanding - dual - 36""",Taxable,Yes,1,EA,5665,"5,665.00",
APPRGL3+,"Range - freestanding - dual - 36"" - High grade",Taxable,Yes,1,EA,8155,"8,155.00",
APPRGL3++,"Range - freestanding - dual - 36"" - Premium grade",Taxable,Yes,1,EA,9850,"9,850.00",
APPRGL3-,"Range - freestanding - dual - 36"" - Standard grade",Taxable,Yes,1,EA,3140,"3,140.00",
APPSHELV,"Shelving - Commercial Kitchen - stainless steel - 48"" wide",Taxable,Yes,0.017045813,EA,134.1,2.29*,
APPTABDC,"Dish table - clean - 24"" x 48"" stainless steel",Taxable,Yes,0.002840985,EA,385,1.09*,
APPTABDS,"Dish table - soiled - 24"" x 60"" stainless steel",Taxable,Yes,0.002840985,EA,522,1.48*,
APPTABW,"Work table - stainless steel w/undershelf - 30"" x 120""",Taxable,Yes,0.008547237,EA,1140,9.74*,
APPUTILC,Utility cart - stainless steel - Commercial,Taxable,Yes,0.002840985,EA,204,0.58*,
APPWASF,Washer / Washing machine - Front-loading,Taxable,Yes,1,EA,928,928,
APPWASF+,Washer / Washing machine - Front-loading - High grade,Taxable,Yes,1,EA,1199,"1,199.00",
APPWASF++,Washer / Washing machine - Front-loading - Premium grade,Taxable,Yes,1,EA,1599,"1,599.00",
APPWASF-,Washer / Washing machine - Front-loading - Standard grade,Taxable,Yes,1,EA,719,719,
APPWAST,Washer / Washing machine - Top-loading,Taxable,Yes,1,EA,589,589,
APPWAST+,Washer / Washing machine - Top-loading - High grade,Taxable,Yes,1,EA,815,815,
APPWAST++,Washer / Washing machine - Top-loading - Premium grade,Taxable,Yes,1,EA,990.66,990.66,
APPWAST+++,Washer / Washing machine - Top-loading - Deluxe grade,Taxable,Yes,1,EA,1337.49,"1,337.49",
APPWAST-,Washer / Washing machine - Top-loading - Standard grade,Taxable,Yes,1,EA,386,386,
APPWDCE,Washer / Washing machine & dryer combo - Electric,Taxable,Yes,1,EA,1500,"1,500.00",
APPWDCE+,Washer / Washing machine & dryer combo - Electric - Hi grd,Taxable,Yes,1,EA,2000,"2,000.00",
APPWDCE-,Washer / Washing machine & dryer combo - Electric - Std gr,Taxable,Yes,1,EA,950,950,
APPWDCG,Washer / Washing machine & dryer combo - Gas,Taxable,Yes,1,EA,1800,"1,800.00",
APPWDCG+,Washer / Washing machine & dryer combo - Gas - High grade,Taxable,Yes,1,EA,2700,"2,700.00",
APPWDCG-,Washer / Washing machine & dryer combo - Gas - Std grade,Taxable,Yes,1,EA,1200,"1,200.00",
APSAIRP,Air purifier / Air cleaner,Taxable,Yes,1,EA,130,130,
APSAIRP+,Air purifier / Air cleaner - High grade,Taxable,Yes,1,EA,400,400,
APSAIRP-,Air purifier / Air cleaner - Standard grade,Taxable,Yes,1,EA,45,45,
APSALLOW,Appearance allowance - APS - Enter price,Taxable,Yes,1,EA,0,0,
APSAPS,Small appliances - Enter price,Taxable,Yes,1,EA,0,0,
APSBRDM,Bread maker,Taxable,Yes,1,EA,95,95,
APSBRDM+,Bread maker - High grade,Taxable,Yes,1,EA,175,175,
APSBRDM-,Bread maker - Standard grade,Taxable,Yes,1,EA,55,55,
APSBUFT,Buffet tray,Taxable,Yes,1,EA,85,85,
APSBUFT+,Buffet tray - High grade,Taxable,Yes,1,EA,194,194,
APSBUFT++,Buffet tray - Premium grade,Taxable,Yes,1,EA,330,330,
APSBUFT-,Buffet tray - Standard grade,Taxable,Yes,1,EA,45,45,
APSCHMK,Hot chocolate / Hot beverage maker,Taxable,Yes,1,EA,50,50,
APSCHMK+,Hot chocolate / Hot beverage maker - High grade,Taxable,Yes,1,EA,120,120,
APSCHMK-,Hot chocolate / Hot beverage maker - Standard grade,Taxable,Yes,1,EA,20,20,
APSCNOPR,Can / Jar opener - Electric,Taxable,Yes,1,EA,26,26,
APSCNOPR+,Can / Jar opener - Electric - High grade,Taxable,Yes,1,EA,37,37,
APSCNOPR-,Can / Jar opener - Electric - Standard grade,Taxable,Yes,1,EA,18,18,
APSCOFB,Coffee - Brewer / Maker,Taxable,Yes,1,EA,50,50,
APSCOFB+,Coffee - Brewer / Maker - High grade,Taxable,Yes,1,EA,100,100,
APSCOFB++,Coffee - Brewer / Maker - Premium grade,Taxable,Yes,1,EA,200,200,
APSCOFB-,Coffee - Brewer / Maker - Standard grade,Taxable,Yes,1,EA,21,21,
APSCOFF,Frother,Taxable,Yes,1,EA,26,26,
APSCOFF+,Frother - High grade,Taxable,Yes,1,EA,99,99,
APSCOFF-,Frother - Standard grade,Taxable,Yes,1,EA,14,14,
APSCOFG,Coffee - Grinder,Taxable,Yes,1,EA,29,29,
APSCOFG+,Coffee - Grinder - High grade,Taxable,Yes,1,EA,65,65,
APSCOFG++,Coffee - Grinder - Premium grade,Taxable,Yes,1,EA,199,199,
APSCOFG-,Coffee - Grinder - Standard grade,Taxable,Yes,1,EA,18,18,
APSCOFM,Coffee - Cappuccino / Espresso / Multi-function,Taxable,Yes,1,EA,198,198,
APSCOFM+,Coffee - Cappuccino / Espresso / Multi-function - High grd,Taxable,Yes,1,EA,405,405,
APSCOFM++,Coffee - Cappuccino / Espresso / Multi-function - Prem grd,Taxable,Yes,1,EA,800,800,
APSCOFM+++,Coffee - Cappuccino / Espresso / Multi-function - Dlx grd,Taxable,Yes,1,EA,1864,"1,864.00",
APSCOFM-,Coffee - Cappuccino / Espresso / Multi-function - Std grd,Taxable,Yes,1,EA,67,67,
APSCOFPU,Coffee - Percolator / Urn - Electric,Taxable,Yes,1,EA,55,55,
APSCOFPU+,Coffee - Percolator / Urn - Electric - High grade,Taxable,Yes,1,EA,140,140,
APSCOFPU-,Coffee - Percolator / Urn - Electric - Standard grade,Taxable,Yes,1,EA,30,30,
APSDHMFR,Dehumidifier,Taxable,Yes,1,EA,187,187,
APSDHMFR+,Dehumidifier - High grade,Taxable,Yes,1,EA,285,285,
APSDHMFR-,Dehumidifier - Standard grade,Taxable,Yes,1,EA,79,79,
APSDRMIX,Smoothie / Specialty / Margarita drink mixer,Taxable,Yes,1,EA,52.44,52.44,
APSDRMIX+,Smoothie / Specialty / Margarita drink mixer - High grade,Taxable,Yes,1,EA,150,150,
APSDRMIX++,Smoothie / Specialty / Margarita drink mixer - Prem grade,Taxable,Yes,1,EA,286,286,
APSDRMIX-,Smoothie / Specialty / Margarita drink mixer - Std grd,Taxable,Yes,1,EA,26,26,
APSEKNF,Electric knife,Taxable,Yes,1,EA,30,30,
APSEKNF+,Electric knife - High grade,Taxable,Yes,1,EA,50,50,
APSEKNF-,Electric knife - Standard grade,Taxable,Yes,1,EA,20,20,
APSFANC,Fan - Over-sized / Commercial,Taxable,Yes,1,EA,220,220,
APSFANC+,Fan - Over-sized / Commercial - High grade,Taxable,Yes,1,EA,380,380,
APSFANC-,Fan - Over-sized / Commercial - Standard grade,Taxable,Yes,1,EA,115,115,
APSFANFL,Fan - Floor / Box,Taxable,Yes,1,EA,46,46,
APSFANFL+,Fan - Floor / Box - High grade,Taxable,Yes,1,EA,105,105,
APSFANFL-,Fan - Floor / Box - Standard grade,Taxable,Yes,1,EA,25,25,
APSFANP,Fan - Pedestal,Taxable,Yes,1,EA,70,70,
APSFANP+,Fan - Pedestal - High grade,Taxable,Yes,1,EA,210,210,
APSFANP-,Fan - Pedestal - Standard grade,Taxable,Yes,1,EA,36,36,
APSFANTL,Fan - Table / Desk,Taxable,Yes,1,EA,42,42,
APSFANTL+,Fan - Table / Desk - High grade,Taxable,Yes,1,EA,120,120,
APSFANTL-,Fan - Table / Desk - Standard grade,Taxable,Yes,1,EA,16,16,
APSFANTW,Fan - Tower,Taxable,Yes,1,EA,55,55,
APSFANTW+,Fan - Tower - High grade,Taxable,Yes,1,EA,97,97,
APSFANTW-,Fan - Tower - Standard grade,Taxable,Yes,1,EA,30,30,
APSFAQM,Fajita & quesadilla maker,Taxable,Yes,1,EA,20,20,
APSFAQM+,Fajita & quesadilla maker - High grade,Taxable,Yes,1,EA,40,40,
APSFDCH,Food chopper,Taxable,Yes,1,EA,33,33,
